#Table1
objid,ra,dec,u,g,r,i,z,class,redshift
1237650762398302359,197.680704403297,-1.96521411503928,19.58881,17.61696,16.73237,16.32802,16.03879,GALAXY,0.08169618
1237650762398302388,197.735796683138,-1.94855544361944,19.05181,17.92665,17.21166,16.81731,16.53323,GALAXY,0.08124017
1237650762398302435,197.780683490013,-2.00902338580602,19.28426,17.55905,16.68072,16.19581,15.85702,GALAXY,0.08179908
1237650762398498996,198.209229269258,-1.89957894163437,18.26742,17.39275,17.00057,16.67694,16.53415,GALAXY,0.08381247
1237650762398498820,198.093243362076,-1.84697787780274,17.71761,16.58969,16.50483,16.49943,16.58792,STAR,0.0003588291
1237650762398367946,197.909575863822,-1.80975562737593,18.70635,16.98193,16.21663,15.84458,15.5648,GALAXY,0.06404597
1237650762926522390,177.885374841237,-1.52750731634895,17.18842,16.11682,16.05584,16.08672,16.13031,STAR,0.0001954412
1237650762926194750,177.215357875097,-1.43686442945559,17.36671,17.38061,17.43997,17.60815,17.81599,STAR,0.0002082638
1237650762926194730,177.16909112135,-1.45819891918686,17.40519,16.26758,15.82431,15.67296,15.59058,STAR,-0.0002435052
1237650762926129327,177.088401296999,-1.493768609878,18.61849,17.10977,16.35032,15.93062,15.63245,GALAXY,0.08074035
1237650762924818479,174.06506326701,-1.46190056771655,17.66965,17.51254,17.32617,17.35011,17.36935,QSO,1.063375
1237650762924425442,173.165438859768,-1.52845832777657,19.4603,18.10255,17.41504,17.0259,16.79302,GALAXY,0.09894927
1237650762924425435,173.149437464546,-1.48015470856702,19.11413,18.84591,19.00795,18.7938,18.56417,QSO,0.4417119
1237650762924425431,173.149961145514,-1.54420261362652,19.4645,17.9907,17.2306,16.75517,16.43048,GALAXY,0.09831185
1237650762924425251,173.111668177238,-1.45612222006231,17.4716,16.22979,15.68379,15.43765,15.30415,STAR,0.0006232051
1237650762924359840,173.042823006016,-1.57293358177742,18.89038,16.89807,15.92845,15.51794,15.16256,GALAXY,0.1050896
1237650762924359747,173.035363609387,-1.5823961425741,19.10457,17.01288,16.16867,15.89955,15.74116,STAR,-2.808187E-05
1237650762924294281,172.905328401705,-1.53910539176059,19.31536,18.42067,18.18626,18.0906,18.07058,STAR,-0.0001540969
1237650762924097733,172.463949288247,-1.58566045920479,19.44713,18.19561,17.73817,17.56126,17.46642,STAR,-4.381539E-05
1237650762924097714,172.424584510132,-1.42557710113893,19.0271,17.82631,17.27368,16.93803,16.72711,GALAXY,0.1096643
1237650762924097710,172.41884382272,-1.57420340670863,18.67459,17.18927,16.48333,16.1002,15.80209,GALAXY,0.07617781
1237650762923835459,171.863703062903,-1.41310776626489,17.06646,15.88387,15.9836,16.10507,16.20394,STAR,0.0004374046
1237650762923835449,171.841622328928,-1.55871846857599,18.10646,16.67481,16.05508,15.82872,15.69561,STAR,-4.004137E-05
1237650762923769996,171.7066855139,-1.44424651868977,18.23952,17.3522,17.1414,16.88322,16.85088,GALAXY,0.07555289
1237650762923769971,171.676195840412,-1.4589945503895,19.25079,17.29677,16.37869,15.94119,15.60109,GALAXY,0.07431035
1237650762923769938,171.628074309785,-1.56783540778553,19.43161,17.71559,16.99813,16.70523,16.5132,STAR,-0.0001833964
1237650762923769936,171.629705828667,-1.39642454723394,19.23446,17.82392,17.17782,16.81703,16.53888,GALAXY,0.07500073
1237650762923769896,171.693478852539,-1.57164515502193,18.78454,18.6443,18.31186,18.22631,17.63956,QSO,0.3406637
1237650762923769888,171.676424364645,-1.48041704746791,18.88364,17.72491,17.29921,17.12558,17.0458,STAR,2.625073E-05
1237650762923704418,171.438719990174,-1.55283516875473,18.87413,17.94512,17.58935,17.25179,17.1517,GALAXY,0.06277878
1237650762923704416,171.434101955635,-1.52986522970193,18.48344,17.4457,17.12205,16.85737,16.74147,GALAXY,0.06346171
1237650762398695590,198.673307248877,-1.96203571438692,18.20875,16.31817,15.40327,14.94838,14.59542,GALAXY,0.08159997
1237650762926850272,178.721483386161,-1.5892458512236,19.55195,19.32972,19.23701,19.00826,19.10874,QSO,1.777408
1237650762398630023,198.458315212544,-1.95451050576905,19.15166,18.65423,17.98542,17.50728,17.33112,QSO,0.1817561
1237650762398433395,197.984582286592,-2.00518635765336,19.51645,18.54365,18.25322,18.17074,18.14592,STAR,0.0004599665
1237650762926784573,178.522722063297,-1.51085832579393,19.05686,17.45437,16.5396,16.11254,15.76796,GALAXY,0.1271948
1237650762926784543,178.480805562811,-1.46665800855656,18.30227,16.70471,15.90137,15.46796,15.14741,GALAXY,0.07693128
1237650762926588039,178.073406609313,-1.43376590552794,19.44469,18.14519,17.55613,17.08335,16.89114,GALAXY,0.08367371
1237650762926915719,178.831640637272,-1.48075914046151,18.97066,17.61281,16.89607,16.45735,16.14763,GALAXY,0.1429539
1237650762926915751,178.898178880653,-1.54279936160277,19.35719,18.21557,18.40944,18.5576,18.74375,STAR,9.077431E-05
1237650762926391421,177.673827722779,-1.45500445097821,18.01764,16.50611,15.80131,15.40658,15.15718,GALAXY,0.08042729
1237650762926260370,177.318966641175,-1.53641207635,19.22,18.08172,17.49395,17.14316,16.86585,GALAXY,0.08241754
1237650762926260354,177.300081370386,-1.55955503062284,19.2656,18.09533,17.47165,17.0591,16.83575,GALAXY,0.081371
1237650762926981345,178.978770072218,-1.60334391050265,18.04048,16.17273,15.33104,14.9442,14.6118,GALAXY,0.06425402
1237650762926129281,177.02528500923,-1.59797381766081,19.07168,18.23935,17.76678,17.45317,17.31018,GALAXY,0.08300301
1237650762926129276,177.025174701448,-1.55987056695494,19.47156,17.57081,16.52497,16.0741,15.68966,GALAXY,0.09506837
1237650762926981386,178.947630277369,-1.55224555257486,19.01283,17.5888,16.94725,16.61518,16.36874,GALAXY,0.08106375
1237650762924883974,174.165824643767,-1.42128298790752,17.84885,16.65841,16.48163,16.42451,16.40577,STAR,-0.0001252905
1237650762927112308,179.321927395765,-1.50843464281287,19.18718,16.73044,15.69714,15.36307,15.17464,STAR,0.0001003918
1237650762927112310,179.324527513492,-1.55982903048892,18.76536,17.45273,16.94985,16.68979,16.50124,GALAXY,0.08844752
1237650762924621981,173.644314146599,-1.56901179673017,19.12612,17.82159,17.26213,16.94112,16.68918,GALAXY,0.0785966
1237650762924621828,173.538805302286,-1.59512129681188,16.52193,14.98601,14.27342,13.87628,13.54209,GALAXY,0.02256087
1237650762924490861,173.293362478454,-1.48815842334897,19.07352,17.73726,17.0364,16.63553,16.32989,GALAXY,0.1047505
1237650762924490854,173.286540393632,-1.6060275823381,18.87242,16.95665,16.10472,15.68979,15.35696,GALAXY,0.04819063
1237650762924490803,173.357833266689,-1.4747409777466,17.35156,17.37521,17.60592,17.79112,17.96544,QSO,5.353854
1237650762924490764,173.26439113743,-1.56539880993362,18.69967,17.26867,16.69967,16.4661,16.31876,STAR,-7.567414E-05
1237650762927177893,179.494652967949,-1.55768099798556,18.04222,16.80401,16.30231,16.03049,15.79945,GALAXY,0.02022056
1237650762924425219,173.081489587437,-1.59750279919786,18.6121,17.48766,17.01395,16.83196,16.70801,STAR,0.0005889023
1237650762927243376,179.589796491969,-1.45842490361042,19.07224,17.10228,16.14645,15.71548,15.37337,GALAXY,0.08166218
1237650762927308859,179.752395549931,-1.54758943848652,16.62624,15.59729,15.26986,15.15325,15.10576,STAR,0.0004915025
1237650762924294220,172.874831027676,-1.45030266656936,18.5166,17.21872,16.72875,16.529,16.40907,STAR,3.010972E-05
1237650762924228710,172.648577172918,-1.55098012184376,17.85248,16.69362,16.23265,15.94208,15.75667,GALAXY,0.04547205
1237650762924228648,172.719577041378,-1.49413898915002,17.36894,16.1088,15.55785,15.195,14.96661,GALAXY,0.07273643
1237650762929602655,184.932592840648,-1.55749384284242,19.58979,17.79476,16.9007,16.5241,16.19501,GALAXY,0.08797361
1237650762927308942,179.770147873098,-1.60410484888188,19.48644,18.44937,18.39059,18.45729,18.47427,STAR,6.307304E-05
1237650762924163257,172.602758582144,-1.48574427989766,19.33723,18.15194,17.71805,17.55709,17.48781,STAR,0.0002640084
1237650762924163196,172.543703754263,-1.44807670860097,18.64636,17.0614,16.23485,15.7856,15.45177,GALAXY,0.1188189
1237650762924097607,172.470001613367,-1.52454581908268,18.43048,18.10085,18.20938,18.10883,18.02799,QSO,0.4841043
1237650762924032138,172.274476279394,-1.46109430749505,19.32381,17.91317,17.16472,16.71639,16.3787,GALAXY,0.04079395
1237650762924032086,172.32495078089,-1.47590062631099,18.61393,17.7091,17.44997,17.35994,17.31031,STAR,-0.0004699921
1237650762924032034,172.219195982911,-1.43295699421663,17.79977,16.86789,16.442,16.25792,16.18291,STAR,0.0004004772
1237650762924032008,172.186455087076,-1.41085102065183,18.54084,17.65672,17.47372,17.22299,17.17359,GALAXY,0.04709617
1237650762923966626,172.154058752809,-1.42572574300478,19.53372,18.77592,18.46394,18.31104,18.24781,STAR,0.0005676558
1237650762923966595,172.099110395969,-1.50598493507718,19.04522,17.69076,17.13636,16.89519,16.76062,STAR,0.0002678741
1237650762923966566,172.074474323579,-1.51457533958808,18.84417,16.90734,15.90035,15.45891,15.07175,GALAXY,0.1045928
1237650762923966491,172.104413836601,-1.56870195942034,18.82505,17.52692,16.97943,16.74312,16.61185,STAR,-4.245746E-05
1237650762923901065,171.95966810901,-1.48447346250126,19.32919,19.40872,19.37841,19.14491,18.97479,QSO,1.964179
1237650762923900951,171.91222182152,-1.42824802723782,18.1148,16.31868,15.50009,15.16404,14.95651,STAR,0.0001468878
1237650762923835496,171.793938474426,-1.42046791723553,19.56973,17.93909,17.00167,16.51232,16.13563,GALAXY,0.1051569
1237648721752424631,145.288576518018,0.34651158023804,19.22352,18.00232,17.37943,17.0111,16.76524,GALAXY,0.06460119
1237648721752424633,145.292820879058,0.376326323154304,19.31302,18.13527,17.67289,17.49996,17.44187,STAR,0.0002133724
1237648721753669808,148.146365305415,0.249043874575453,18.8115,17.67166,17.08666,16.44283,16.44788,GALAXY,0.08185273
1237648721752752179,146.084662629181,0.257262547430651,19.15385,17.74926,17.14627,16.90309,16.78826,STAR,0.0003433451
1237648721752621257,145.800180149957,0.414171694392402,17.17863,15.42035,14.50936,14.03708,13.60173,GALAXY,0.02524959
1237648721752621240,145.77512156454,0.320237982127723,18.38335,17.32703,17.39917,17.56194,17.59595,GALAXY,0.02492348
1237648721754390648,149.889337515625,0.263076614074909,18.1793,15.9787,15.06057,14.70557,14.50055,STAR,-0.0001526702
1237648721754390607,149.828496750045,0.371885749463856,17.28703,15.88772,15.31142,15.06967,14.93475,STAR,0.0005710624
1237648721754062996,149.005777438575,0.358014762809898,18.16686,16.36014,15.51101,15.11288,14.77663,GALAXY,0.04720632
1237648721753997416,148.980482073705,0.273228988745502,16.7483,15.62996,15.27428,15.15911,15.12339,STAR,0.0001340177
1237648721753932062,148.826360331949,0.290972875284132,19.413,18.51467,18.19586,18.06826,18.03469,STAR,0.0008781143
1237648721753932060,148.825687886743,0.389318410904711,19.46999,17.62246,16.7987,16.39751,16.10277,GALAXY,0.04646964
1237648721753932012,148.80375340849,0.284823322287806,18.67577,16.66072,15.65215,15.20135,14.83638,GALAXY,0.08773474
1237648721753931939,148.729800304076,0.378657615862522,17.50309,16.12255,15.50542,15.14933,14.95053,GALAXY,0.04619598
1237648721753931894,148.82284403499,0.278285268309494,16.44545,15.37014,14.93257,14.75177,14.67917,STAR,0.001116531
1237648721753931868,148.785801883903,0.313026526906267,17.58855,16.64127,16.26081,16.10186,16.03844,STAR,-9.001741E-05
1237648721753866293,148.659756309642,0.225310386636873,18.93172,17.95159,17.65714,17.53084,17.51955,STAR,0.0003996912
1237648721754783766,150.695237803415,0.351105539614752,18.23089,18.00649,17.94285,17.84927,17.67285,QSO,2.167938
1237648721753866280,148.607194974105,0.293083114640926,18.98832,17.51845,16.84269,16.53978,16.3768,STAR,0.0006667288
1237648721753735482,148.361481569704,0.293701339529475,19.38438,18.18026,17.43588,17.02834,16.7131,GALAXY,0.1647461
1237648721753669817,148.156767996223,0.308844017429712,19.08723,17.12725,16.21387,15.77308,15.43097,GALAXY,0.07949528
1237648721753604176,148.048166233269,0.311092130465432,16.93137,17.2629,17.75623,18.08873,18.4345,STAR,0.0001650755
1237648721753538824,147.864590042975,0.255910736865939,19.01005,17.4565,16.64985,16.12796,15.78517,GALAXY,0.0858379
1237648721754914890,151.053674332121,0.21599592968506,19.35823,18.87784,18.73177,18.62051,18.30847,QSO,2.239872
1237648721753342173,147.479827697738,0.323405360259691,17.82232,16.77606,16.33072,15.96423,15.79552,GALAXY,0.06262219
1237648721753342125,147.391508866769,0.325893925434493,19.54083,18.41205,18.20571,18.14277,18.09389,STAR,0.0003798267
1237648721753342110,147.372674000036,0.242594709988555,18.6288,16.95032,16.20076,15.76268,15.44596,GALAXY,0.06938305
1237648721753342016,147.39404421872,0.286559881178279,18.17326,17.10972,16.73453,16.57569,16.48905,STAR,0.0009098107
1237648721753276559,147.305556696892,0.217659364287284,18.36063,17.22968,16.69767,16.42737,16.30265,GALAXY,0.0199993
1237648721753079825,146.785946368616,0.283566402904841,18.261,17.1095,16.60116,16.39906,16.30808,STAR,0.0008870953
1237648721752686740,145.947970912502,0.212025288558178,19.35604,17.38218,16.29403,15.80728,15.41712,GALAXY,0.1435671
1237648721752621131,145.765233437451,0.30021653595878,17.94163,16.54377,15.9877,15.77288,15.65827,STAR,0.0001260678
1237648721752555568,145.637274596775,0.373311362607902,19.20753,17.87736,17.30583,17.08623,16.96132,STAR,-3.48146E-05
1237648721752555548,145.593807289511,0.278308382354022,19.1079,18.92201,18.59314,18.47573,18.40461,QSO,1.4047
1237648721754062914,149.061830662214,0.234441385477777,19.00955,17.41549,16.84034,16.6508,16.55332,STAR,0.0002441921
1237648721754062907,149.057532098449,0.213923135720461,18.363,16.93593,16.386,16.1985,16.11505,STAR,-9.722323E-05
1237648721753669734,148.213001348481,0.25800885170179,18.05346,16.95197,16.56443,16.43572,16.37421,STAR,-0.0002504624
1237648721753931791,148.711300466705,0.372427881259285,18.83524,17.90071,17.58274,17.46517,17.40066,STAR,0.0007523243
1237648721754521686,150.150623463727,0.296711635255633,18.40193,17.26971,16.79377,16.57975,16.47653,STAR,-6.913934E-06
1237648721755111496,151.472244345764,0.324227018116562,19.1076,18.55116,18.40959,18.40105,18.24441,QSO,2.492378
1237648721754456138,149.948914153509,0.294947960404225,17.81526,16.20362,15.63635,15.42636,15.34886,STAR,9.023838E-05
1237648721754062968,149.132938629176,0.278857069725594,17.91573,16.21564,15.59977,15.41756,15.34134,STAR,-1.038228E-05
1237648721753997542,148.924750114197,0.22254891328287,18.85229,17.63904,17.04734,16.71426,16.4725,GALAXY,0.03546179
1237648721753997510,148.879627199226,0.354850328248901,19.09695,17.10244,16.01278,15.56219,15.18301,GALAXY,0.1261049
1237648721754718340,150.620066327046,0.333236409811429,17.80942,16.91912,16.53034,16.2816,16.08997,GALAXY,0.03270039
1237648721754718378,150.502604245584,0.330810162592772,18.51634,17.22942,16.62367,16.30447,16.00748,GALAXY,0.0324094
1237648721754718394,150.52853192947,0.257711571498038,18.86359,17.63915,17.2496,16.99328,16.77546,GALAXY,0.04574162
1237648721754783748,150.658550866325,0.301703275027539,18.36133,16.78701,16.233,16.03458,15.96702,STAR,7.708191E-05
1237648721754783759,150.66948982475,0.339500724750004,18.52627,17.55884,17.26837,17.15855,17.14781,STAR,0.0007170764
1237648721753866380,148.619335258004,0.254581836287274,18.73125,17.32479,16.61528,16.22564,15.93428,GALAXY,0.08935121
1237648721753800919,148.509172213142,0.239254904242363,18.94724,16.93945,16.02719,15.5921,15.2338,GALAXY,0.06443697
1237648721754849442,150.934217847804,0.3386453561954,19.14637,17.78057,17.22375,17.00658,16.88385,STAR,-5.923679E-05
1237648721753604358,148.058718723753,0.235931341853374,18.90142,16.91346,15.93626,15.49382,15.12776,GALAXY,0.08517714
1237648721754849539,150.914955793977,0.390935848679564,17.85039,16.6628,16.14396,15.81526,15.60259,GALAXY,0.04454955
1237648721754914828,150.964070316839,0.339034584826271,18.73226,17.57862,17.17062,17.02535,16.97343,STAR,-0.0001214392
1237648721754587250,150.268163094361,0.354522777309479,17.34617,16.41362,16.25885,16.21258,16.24118,STAR,0.001119249
1237648721754587258,150.281175576168,0.408494884962006,18.37057,17.37423,17.0055,16.85887,16.80087,STAR,-0.0001696581
1237648721753276447,147.238829077031,0.37375546883668,18.9361,18.59122,18.42903,18.18872,18.16567,QSO,0.5838438
1237648721754587336,150.340233370815,0.24878173140781,17.50174,16.63681,16.38136,16.26399,16.24027,STAR,0.0006879583
1237648721754587388,150.240762136755,0.375938500197522,18.41656,16.56373,15.71462,15.29309,14.9937,GALAXY,0.0450113
1237648721754587398,150.247920970499,0.306692913222108,18.82732,17.75511,17.38534,17.10863,16.95858,GALAXY,0.04573169
1237648721754587405,150.257169611077,0.214620296439122,18.24725,17.01657,16.38094,15.97644,15.68783,GALAXY,0.09174398
1237648721754587439,150.29837142923,0.225689876893376,16.31679,14.43822,13.60812,13.18927,12.87464,GALAXY,0.03264382
1237648721754521762,150.069631648709,0.275633916084563,18.85771,17.3365,16.60225,16.17563,15.9129,GALAXY,0.08826268
1237648721754062932,149.087102072046,0.305417336473868,17.39676,15.98879,15.46148,15.28628,15.23576,STAR,4.674777E-05
1237648721754062924,149.083140338186,0.3252458936076,17.01401,15.64841,15.0277,14.75922,14.62626,STAR,0.001118533
1237648721753735225,148.324125058614,0.41428067568711,18.5513,17.5738,17.32834,17.29379,17.24489,STAR,0.0006163775
1237648721754980366,151.109982621902,0.303113775195206,18.22338,16.75243,16.20446,16.00608,15.90053,STAR,0.0001296662
1237648721753080096,146.887742376565,0.217453980542903,19.52121,17.7441,16.88671,16.40612,16.02948,GALAXY,0.06296776
1237648721754521728,150.188385867803,0.280159371550638,17.17106,15.84322,15.35562,15.18469,15.12566,STAR,9.52039E-06
1237648721754521621,150.06613099616,0.260030600034041,17.38359,16.20386,16.26808,16.34682,16.42453,STAR,0.0001547123
1237648721754521615,150.055240783215,0.312838451444684,18.80408,17.61606,17.17328,16.99956,16.94129,STAR,4.658951E-05
1237648721755111513,151.506294274377,0.217011068758576,18.7437,17.55,17.08163,16.90959,16.83103,STAR,-0.0001510239
1237648721754456085,149.914460577639,0.411247045250775,18.83391,17.65896,17.12987,16.90308,16.78499,STAR,0.0001579641
1237648721754390963,149.871761652101,0.359548932922862,19.38729,18.11767,17.59908,17.27139,17.03778,GALAXY,0.07743941
1237648721754390765,149.868966506937,0.393162464128129,19.27866,18.27443,17.56902,17.17205,16.9123,GALAXY,0.2027204
1237648721754652696,150.387991507668,0.332707490264586,18.98477,17.67358,17.1524,16.93675,16.83978,STAR,0.000132143
1237648721754652725,150.456570454983,0.326212305501323,17.74981,16.3706,15.79374,15.55993,15.43938,STAR,0.0007263753
1237648721756029150,153.605064255481,0.302108225311343,19.33702,17.56258,16.63673,16.14473,15.7746,GALAXY,0.07164221
1237651066277789800,176.005762297349,64.576109806295,19.59192,19.41606,19.23519,19.12886,18.9523,QSO,2.03542
1237651066278707213,180.882886412318,64.8503992445938,17.46824,17.50798,17.76772,18.02784,18.2602,QSO,3.896586
1237651066278903904,182.090790480787,64.9149063246864,18.7035,18.5336,18.45709,18.35523,18.18426,QSO,2.124397
1237651066279493777,185.214086972644,64.8745715083885,19.21558,18.72757,18.66665,18.68853,18.47731,QSO,2.470949
1237651066279493782,185.237487729642,64.8284030912218,19.32445,18.15898,17.54844,17.20835,16.97208,GALAXY,0.1581638
1237651066279821498,186.993960529017,64.9123015453235,19.38356,19.13848,19.00665,18.96199,18.8507,QSO,2.010533
1237651066280935567,192.958584142584,64.7054562074489,19.24926,18.96174,18.92846,18.82233,18.56472,QSO,2.183618
1237651066281132176,193.881596452772,64.5690122993215,19.47438,19.2969,18.92318,18.82948,18.29906,QSO,0.3343579
1237651066280149002,188.609927060422,64.7666533517519,18.70761,17.81851,17.53104,17.44854,17.46618,STAR,0.0001681266
1237651066278772879,181.449752987347,64.8226798762233,19.29732,18.89883,18.86302,19.00166,18.82499,QSO,0.7375261
1237651066278772874,181.410527682758,64.8415205910088,19.53242,18.69145,18.4133,18.30945,18.25463,STAR,-8.375479E-05
1237651066277724196,175.879084333655,64.5468220111787,18.38824,18.21608,17.97886,17.49884,17.5652,QSO,0.1234842
1237651066280542320,190.840650576517,64.7103965854055,18.20566,16.50414,15.62531,15.19787,14.89402,GALAXY,0.1025127
1237651066280083569,188.295487047085,64.8297431473357,19.53406,17.88186,16.96885,16.53099,16.18862,GALAXY,0.09530596
1237651066810859667,157.095224119226,62.5973926809796,19.34686,19.26424,19.2335,19.16362,19.01978,QSO,2.066336
1237651066279297249,184.209225621276,64.9602917801881,18.65167,17.18527,16.4672,16.08408,15.79448,GALAXY,0.05850635
1237651066278838313,181.55060768398,64.8980092041063,19.44388,19.33106,19.11928,18.89673,18.71787,QSO,1.965607
1237651066278576140,180.137715160942,64.9051705466732,17.18334,16.0701,16.17941,16.2698,16.36917,STAR,-0.000170954
1237651066278510784,179.927011714608,64.7386706388271,19.42787,18.22568,17.66589,17.3146,17.10805,GALAXY,0.0651153
1237651066278510759,179.814289504059,64.8267628545523,18.30479,16.98991,16.36738,16.02355,15.74484,GALAXY,0.0398443
1237651066278445170,179.687023233157,64.753048818042,18.48344,18.39473,18.06316,18.01555,18.015,QSO,1.362358
1237651066278183062,178.174698107212,64.8176249361474,19.00419,18.43477,17.97246,17.59856,17.54358,GALAXY,0.1456689
1237651066277986385,177.107223087901,64.5958246971964,18.64833,17.42077,16.89943,16.54452,16.29044,GALAXY,0.04169445
1237651066277986381,177.044901296859,64.7305946246063,18.23742,17.08034,16.42665,16.06924,15.80276,GALAXY,0.04166869
1237651066277855335,176.298722192972,64.6834587568136,19.16865,17.14901,16.24588,15.79839,15.46912,GALAXY,0.06311412
1237651066277855329,176.311158658465,64.5900165807168,19.30013,17.51643,16.5151,16.0014,15.59774,GALAXY,0.06515607
1237651066277724280,175.871043524858,64.6722495621232,18.52088,16.63831,15.75155,15.28174,14.89423,GALAXY,0.0623395
1237651066281066628,193.627054066432,64.6779027186698,19.44257,19.16303,19.20954,19.04116,19.13162,QSO,1.614859
1237651066281066619,193.601771155136,64.6992633930501,19.134,17.35031,16.33575,15.87549,15.49775,GALAXY,0.1170643
1237651066281066607,193.564231889549,64.7112209577292,19.33184,19.09638,19.02508,19.08792,19.02499,QSO,0.8924747
1237651066281001261,193.458198272088,64.7158723738242,18.6949,17.17656,16.42111,16.02598,15.72902,GALAXY,0.08026575
1237651066280804648,192.416858282504,64.8150159095576,19.45997,17.58441,16.61622,16.20238,15.85447,GALAXY,0.1119066
1237651066280083583,188.321543291049,64.7788217850854,19.1368,17.32527,16.33817,15.87467,15.52721,GALAXY,0.1326542
1237651066279755985,186.764565970945,64.9787275372059,19.57911,17.66449,16.6498,16.20287,15.85732,GALAXY,0.1099107
1237651066278904033,182.208538501489,64.9256522197892,19.28416,18.42461,18.14379,18.04542,18.06003,STAR,-0.0001458036
1237651066278838384,181.790605082228,64.9462352617283,19.47746,17.61973,16.59617,16.17842,15.79808,GALAXY,0.1133541
1237651066278772779,181.342011737262,64.801140579264,18.68154,18.57624,18.591,18.42987,18.53763,QSO,1.696767
1237651066278510596,179.79062601642,64.8855215614209,18.95699,17.79711,17.54228,17.42803,17.42064,STAR,-0.00016517
1237651066278314086,178.887093680568,64.7913857503536,19.27052,18.16374,17.59836,17.27375,17.10036,GALAXY,0.1122941
1237651066278182935,178.011916020981,64.7703204019522,17.23751,16.08045,15.84369,15.76911,15.75339,STAR,-0.0001250181
1237651066811252888,158.689989502243,62.9721001470128,19.5039,18.35062,17.63448,17.23135,16.89693,GALAXY,0.120557
1237651066277789849,176.117010858297,64.6255242478583,18.95765,17.92062,17.58303,17.27741,17.20318,GALAXY,0.06267887
1237651066277789836,176.107093097534,64.5505410914518,19.01035,17.26046,16.3641,15.93852,15.60409,GALAXY,0.06325122
1237651066277789829,176.073393642185,64.5605017606316,18.56823,16.6248,15.75549,15.27749,14.90426,GALAXY,0.0626579
1237651066277789816,176.03924593927,64.6263743648658,18.33541,16.56523,15.65819,15.14614,14.72853,GALAXY,0.06491648
1237651066277789808,176.039521636251,64.5340404162115,19.43557,18.59831,18.3061,18.21321,18.17326,STAR,-0.0001953264
1237651066277724331,175.583176591453,64.6602266162735,18.86977,17.87257,17.44876,17.22007,17.08759,GALAXY,0.03853471
1237651066811318421,159.148307267708,62.9199067211503,18.49959,17.36819,16.99125,16.75884,16.67214,GALAXY,0.04208155
1237651066811318479,159.284901699712,62.9982718512831,18.31139,17.06909,16.5393,16.21875,16.03977,GALAXY,0.05285931
1237651066280935596,193.056743055496,64.7140006081275,19.53672,19.34592,18.98081,18.8446,18.2624,QSO,0.3472316
1237651066811383881,159.444392690594,63.0780971776273,18.35551,17.8674,17.73545,17.72905,17.78943,STAR,0.000275564
1237651066812104832,162.890661859938,63.6952677619979,19.36716,18.15053,17.60686,17.27309,17.06503,GALAXY,0.09631563
1237651066280738886,192.027162904459,64.7378630026842,18.58773,18.39787,18.1394,18.16573,18.17719,QSO,1.051409
1237651066280673381,191.525451190219,64.7669705775788,18.77942,16.86129,15.89924,15.44942,15.09557,GALAXY,0.09834822
1237651066811449386,159.750412430633,63.180463750551,18.5696,17.57515,17.20254,17.07713,17.04289,STAR,-0.0008567105
1237651066811449418,159.890329550999,63.1129790799709,18.04533,16.92396,16.52433,16.41937,16.36787,STAR,-0.0001393058
1237651066280542227,190.842785143364,64.8772866596916,18.91575,17.87107,17.42689,17.2229,17.11936,STAR,-0.0007025495
1237651066280542222,190.836537879754,64.8826577663106,16.54135,16.59936,16.8711,17.10399,17.32629,STAR,-0.0001118297
1237651066280476831,190.533807617786,64.7721961365964,18.6716,16.7026,15.71878,15.28548,14.93636,GALAXY,0.100086
1237651066280411258,190.249899925523,64.7407013555392,19.16705,17.94621,17.20551,16.76983,16.49077,GALAXY,0.1290151
1237651066280411246,190.213078367414,64.7308468008993,19.22013,17.64749,16.82263,16.38857,16.05322,GALAXY,0.05025926
1237651066280411238,190.235208368952,64.8828600105858,18.78683,17.49264,16.86088,16.51621,16.23134,GALAXY,0.1018196
1237651066280411226,190.192826914634,64.8997324010558,19.14973,17.78483,17.09998,16.75295,16.45769,GALAXY,0.1020109
1237651066810794077,156.721674645212,62.3365053937222,16.40034,15.00211,14.3288,13.96108,13.69471,GALAXY,0.03198027
1237651066280345691,189.766946811655,64.8743150658755,19.37728,19.02636,18.92325,18.68957,18.71914,QSO,0.6514232
1237651066280345622,189.694506068057,64.8101683276393,18.51785,17.96773,17.64773,17.37673,17.33095,QSO,1.559875
1237651066280214643,189.153347357469,64.7945169729444,17.82481,16.55191,15.99438,15.66456,15.45881,GALAXY,0.04980795
1237651066280214560,189.007730818329,64.8801525552368,18.51325,17.44279,16.99353,16.79594,16.71326,STAR,-0.0009075888
1237651066280149125,188.773179189774,64.8589730720208,19.3146,18.24812,17.68765,17.28604,17.09261,GALAXY,0.09932196
1237651066810859646,157.168606732037,62.4818507891404,18.88637,17.80209,17.49567,17.28654,17.16575,GALAXY,0.05242462
1237651066280083530,188.217233415103,64.7902916536334,19.19592,18.08187,17.5037,17.14462,16.96094,GALAXY,0.09938594
1237651066810859675,157.099495186953,62.6185299729498,18.17184,16.38371,15.59481,15.21215,14.91088,GALAXY,0.03045649
1237651066279952418,187.730524007208,64.9155111176038,19.15447,18.90575,18.92381,18.77776,18.91148,QSO,1.755768
1237651066279886960,187.208444425393,64.8207229895621,19.48562,19.42767,19.37924,19.1204,19.07325,QSO,1.919634
1237651066279624856,185.888554864582,64.815802743513,19.40381,18.47837,17.7669,17.37657,17.18323,GALAXY,0.2321406
1237651066279624832,185.803883606772,64.798410470794,19.49065,17.6379,16.70196,16.2561,15.93172,GALAXY,0.08873136
